gid,id,team,p_seq,stattype,p_ipouts,p_noout,p_bfp,p_h,p_d,p_t,p_hr,p_r,p_er,p_w,p_iw,p_k,p_hbp,p_wp,p_bk,p_sh,p_sf,p_sb,p_cs,p_pb,wp,lp,save,p_gs,p_gf,p_cg,date,number,site,vishome,opp,win,loss,tie,gametype,box,pbp
KCA197305150,garbg001,KCA,2,value,10,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,19730515,0,KAN06,h,CAL,0,1,0,regular,y,y
DET197307150,ryann001,CAL,1,value,27,0,31,0,0,0,0,0,0,4,0,17,0,0,0,0,0,0,0,0,1,,,1,,1,19730715,0,DET04,v,DET,1,0,0,regular,y,y
DET197307150,perrj102,DET,1,value,22,0,28,5,2,0,0,3,3,3,0,2,0,0,0,0,1,0,1,0,,1,,1,,,19730715,0,DET04,h,CAL,0,1,0,regular,y,y
DET197307150,schef102,DET,2,value,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,19730715,0,DET04,h,CAL,0,1,0,regular,y,y
DET197307150,millb106,DET,3,value,0,0,3,2,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,,,,,,,19730715,0,DET04,h,CAL,0,1,0,regular,y,y
DET197307150,farme101,DET,4,value,4,0,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,1,,19730715,0,DET04,h,CAL,0,1,0,regular,y,y
OAK197307300,bibbj001,TEX,1,value,27,0,33,0,0,0,0,0,0,6,0,13,0,0,0,0,0,1,0,0,1,,,1,,1,19730730,0,OAK01,v,OAK,1,0,0,regular,y,y
OAK197307300,bluev001,OAK,1,value,27,0,36,9,0,0,2,6,5,1,0,5,0,0,0,2,0,0,0,0,,1,,1,,1,19730730,0,OAK01,h,TEX,0,1,0,regular,y,y
ATL197308050,arlis101,SDN,1,value,6,4,13,5,1,0,0,3,3,2,0,1,0,0,0,0,1,1,0,0,,1,,1,,,19730805,0,ATL01,v,ATL,0,1,0,regular,y,y
ATL197308050,romov101,SDN,2,value,15,0,24,6,1,0,1,5,2,5,1,2,0,0,0,0,0,1,0,1,,,,,,,19730805,0,ATL01,v,ATL,0,1,0,regular,y,y
ATL197308050,rossg102,SDN,3,value,3,0,5,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,,,,,1,,19730805,0,ATL01,v,ATL,0,1,0,regular,y,y
ATL197308050,niekp001,ATL,1,value,27,0,32,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,1,,,1,,1,19730805,0,ATL01,h,SDN,1,0,0,regular,y,y
MIL197406190,busbs101,KCA,1,value,27,0,28,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,,,1,,1,19740619,0,MIL05,v,MIL,1,0,0,regular,y,y
MIL197406190,wrigc102,MIL,1,value,27,0,34,7,0,0,0,2,1,2,0,2,0,0,0,0,0,0,0,0,,1,,1,,1,19740619,0,MIL05,h,KCA,0,1,0,regular,y,y
CLE197407190,hamid101,OAK,1,value,10,0,15,5,1,0,1,4,4,0,0,4,1,0,0,0,0,0,0,0,,1,,1,,,19740719,0,CLE07,v,CLE,0,1,0,regular,y,y
CLE197407190,odomj101,OAK,2,value,11,0,11,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,19740719,0,CLE07,v,CLE,0,1,0,regular,y,y
CLE197407190,knowd101,OAK,3,value,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,19740719,0,CLE07,v,CLE,0,1,0,regular,y,y
CLE197407190,bosmd101,CLE,1,value,27,0,28,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,,,1,,1,19740719,0,CLE07,h,OAK,1,0,0,regular,y,y
CAL197409280,deckj101,MIN,1,value,8,0,13,4,1,0,0,2,1,0,0,1,0,0,0,1,1,1,0,0,,1,,1,,,19740928,0,ANA01,v,CAL,0,1,0,regular,y,y
CAL197409280,butlb101,MIN,2,value,16,0,19,3,0,0,0,2,1,3,0,8,0,0,0,0,0,0,2,0,,,,,1,,19740928,0,ANA01,v,CAL,0,1,0,regular,y,y
CAL197409280,ryann001,CAL,1,value,27,0,35,0,0,0,0,0,0,8,0,15,0,0,0,0,0,0,0,0,1,,,1,,1,19740928,0,ANA01,h,MIN,1,0,0,regular,y,y
CAL197506010,grimr101,BAL,1,value,10,0,16,8,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,,1,,1,,,19750601,0,ANA01,v,CAL,0,1,0,regular,y,y
CAL197506010,garlw101,BAL,2,value,14,0,14,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,,,,,1,,19750601,0,ANA01,v,CAL,0,1,0,regular,y,y
CAL197506010,ryann001,CAL,1,value,27,0,32,0,0,0,0,0,0,4,0,9,0,0,0,0,0,1,0,0,1,,,1,,1,19750601,0,ANA01,h,BAL,1,0,0,regular,y,y
SFN197508242,swanc001,NYN,1,value,15,0,22,4,0,0,0,4,4,3,0,5,0,0,0,0,0,5,0,0,,1,,1,,,19750824,2,SFO02,v,SFN,0,1,0,regular,y,y
SFN197508242,baldr101,NYN,2,value,9,0,14,4,1,1,0,2,2,2,0,1,0,1,0,0,0,0,0,0,,,,,1,,19750824,2,SFO02,v,SFN,0,1,0,regular,y,y
SFN197508242,halie101,SFN,1,value,27,0,30,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,1,,,1,,1,19750824,2,SFO02,h,NYN,1,0,0,regular,y,y
OAK197509280,rossg102,CAL,1,value,15,0,23,6,1,0,1,3,3,1,0,4,0,0,0,0,0,1,0,0,,1,,1,,,19750928,0,OAK01,v,OAK,0,1,0,regular,y,y
OAK197509280,mongs001,CAL,2,value,6,0,9,2,0,0,1,2,2,1,0,1,0,0,0,0,0,1,0,0,,,,,,,19750928,0,OAK01,v,OAK,0,1,0,regular,y,y
OAK197509280,pactj101,CAL,3,value,3,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,1,,19750928,0,OAK01,v,OAK,0,1,0,regular,y,y
OAK197509280,bluev001,OAK,1,value,15,0,17,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,1,,,1,,,19750928,0,OAK01,h,CAL,1,0,0,regular,y,y
OAK197509280,abbog001,OAK,2,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,19750928,0,OAK01,h,CAL,1,0,0,regular,y,y
OAK197509280,lindp101,OAK,3,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,19750928,0,OAK01,h,CAL,1,0,0,regular,y,y
OAK197509280,fingr001,OAK,4,value,6,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,1,,19750928,0,OAK01,h,CAL,1,0,0,regular,y,y
HOU197607090,stand101,MON,1,value,11,0,20,6,1,0,1,4,4,4,0,0,0,1,0,0,1,0,0,0,,1,,1,,,19760709,0,HOU02,v,HOU,0,1,0,regular,y,y
HOU197607090,carrd104,MON,2,value,4,0,7,3,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,,,,,,,19760709,0,HOU02,v,HOU,0,1,0,regular,y,y
HOU197607090,wartd101,MON,3,value,6,0,7,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,19760709,0,HOU02,v,HOU,0,1,0,regular,y,y
HOU197607090,kerrj101,MON,4,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,1,,19760709,0,HOU02,v,HOU,0,1,0,regular,y,y
HOU197607090,dierl101,HOU,1,value,27,0,30,0,0,0,0,0,0,4,0,8,0,0,0,0,0,1,0,0,1,,,1,,1,19760709,0,HOU02,h,MON,1,0,0,regular,y,y
OAK197607280,odomj101,CHA,1,value,15,1,22,0,0,0,0,1,0,9,0,3,0,0,0,0,0,2,0,0,1,,,1,,,19760728,0,OAK01,v,OAK,1,0,0,regular,y,y
OAK197607280,barrf101,CHA,2,value,12,0,13,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,,,1,,1,,19760728,0,OAK01,v,OAK,1,0,0,regular,y,y
OAK197607280,torrm001,OAK,1,value,15,0,21,7,2,0,0,1,1,1,0,2,0,0,0,0,0,1,1,0,,,,1,,,19760728,0,OAK01,h,CHA,0,1,0,regular,y,y
OAK197607280,lindp101,OAK,2,value,7,0,9,2,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,,1,,,,,19760728,0,OAK01,h,CHA,0,1,0,regular,y,y
OAK197607280,fingr001,OAK,3,value,5,0,7,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,,,,,1,,19760728,0,OAK01,h,CHA,0,1,0,regular,y,y
PIT197608090,rau-d101,LAN,1,value,21,0,26,5,1,0,0,2,2,1,0,6,0,0,0,0,0,1,0,0,,1,,1,,,19760809,0,PIT07,v,PIT,0,1,0,regular,y,y
PIT197608090,hougc001,LAN,2,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,19760809,0,PIT07,v,PIT,0,1,0,regular,y,y
PIT197608090,candj001,PIT,1,value,27,0,30,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,1,,,1,,1,19760809,0,PIT07,h,LAN,1,0,0,regular,y,y
ATL197609290,montj001,SFN,1,value,27,0,28,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,,,1,,1,19760929,0,ATL01,v,ATL,1,0,0,regular,y,y
ATL197609290,eastj001,ATL,1,value,5,0,10,6,1,0,0,4,4,0,0,1,0,0,0,0,0,0,0,0,,1,,1,,,19760929,0,ATL01,h,SFN,0,1,0,regular,y,y
ATL197609290,hannp101,ATL,2,value,7,4,14,4,1,1,0,4,3,2,0,0,0,0,0,0,0,0,0,0,,,,,,,19760929,0,ATL01,h,SFN,0,1,0,regular,y,y
ATL197609290,campr001,ATL,3,value,6,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,,,,,,19760929,0,ATL01,h,SFN,0,1,0,regular,y,y
ATL197609290,caprb101,ATL,4,value,9,0,11,2,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,,,,,1,,19760929,0,ATL01,h,SFN,0,1,0,regular,y,y
KCA197705140,boggt001,TEX,1,value,16,0,26,9,3,2,0,4,4,2,0,3,0,0,0,0,0,0,0,0,,1,,1,,,19770514,0,KAN06,v,KCA,0,1,0,regular,y,y
KCA197705140,marsm101,TEX,2,value,8,0,11,3,1,1,0,2,2,1,0,0,0,0,0,1,0,1,1,0,,,,,1,,19770514,0,KAN06,v,KCA,0,1,0,regular,y,y
KCA197705140,colbj101,KCA,1,value,27,0,28,0,0,0,0,0,0,1,0,6,1,0,0,0,0,1,0,0,1,,,1,,1,19770514,0,KAN06,h,TEX,1,0,0,regular,y,y
CLE197705300,tanaf001,CAL,1,value,24,0,27,5,1,1,0,1,1,1,0,6,0,0,0,1,0,0,0,0,,1,,1,,1,19770530,0,CLE07,v,CLE,0,1,0,regular,y,y
CLE197705300,ecked001,CLE,1,value,27,0,28,0,0,0,0,0,0,1,0,12,0,1,0,0,0,0,0,0,1,,,1,,1,19770530,0,CLE07,h,CAL,1,0,0,regular,y,y
CAL197709220,blylb001,TEX,1,value,27,0,28,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,1,,,1,,1,19770922,0,ANA01,v,CAL,1,0,0,regular,y,y
CAL197709220,hartp001,CAL,1,value,24,0,38,12,3,0,0,6,4,2,1,0,0,1,0,1,0,2,1,0,,1,,1,,,19770922,0,ANA01,h,TEX,0,1,0,regular,y,y
CAL197709220,milld101,CAL,2,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,1,,19770922,0,ANA01,h,TEX,0,1,0,regular,y,y
SLN197804160,lercr001,PHI,1,value,21,2,31,6,3,0,0,5,2,2,0,4,1,0,0,0,0,0,0,0,,1,,1,,,19780416,0,STL09,v,SLN,0,1,0,regular,y,y
SLN197804160,garbg001,PHI,2,value,3,0,5,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,,,,,1,,19780416,0,STL09,v,SLN,0,1,0,regular,y,y
SLN197804160,forsb001,SLN,1,value,27,0,29,0,0,0,0,0,0,2,0,3,0,0,0,0,0,1,0,0,1,,,1,,1,19780416,0,STL09,h,PHI,1,0,0,regular,y,y
CIN197806160,dennj001,SLN,1,value,18,2,28,6,2,0,1,4,4,5,0,3,0,0,0,0,0,1,0,0,,1,,1,,,19780616,0,CIN08,v,CIN,0,1,0,regular,y,y
CIN197806160,schub104,SLN,2,value,6,0,6,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,1,,19780616,0,CIN08,v,CIN,0,1,0,regular,y,y
CIN197806160,seavt001,CIN,1,value,27,0,30,0,0,0,0,0,0,3,0,3,0,0,0,0,0,1,0,0,1,,,1,,1,19780616,0,CIN08,h,SLN,1,0,0,regular,y,y
HOU197904070,mcwil001,ATL,1,value,18,3,26,8,1,2,0,5,5,0,0,3,0,0,0,1,0,0,1,0,,1,,1,,,19790407,0,HOU02,v,HOU,0,1,0,regular,y,y
HOU197904070,skokc101,ATL,2,value,3,0,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,19790407,0,HOU02,v,HOU,0,1,0,regular,y,y
HOU197904070,devia101,ATL,3,value,3,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,,,,1,,19790407,0,HOU02,v,HOU,0,1,0,regular,y,y
HOU197904070,forsk001,HOU,1,value,27,0,29,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,1,,,1,,1,19790407,0,HOU02,h,ATL,1,0,0,regular,y,y
SFN198006270,reusj001,LAN,1,value,27,0,28,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,,,1,,1,19800627,0,SFO02,v,SFN,1,0,0,regular,y,y
SFN198006270,bluev001,SFN,1,value,14,0,24,10,3,1,1,7,6,1,1,4,0,0,0,0,0,1,1,0,,1,,1,,,19800627,0,SFO02,h,LAN,0,1,0,regular,y,y
SFN198006270,grift101,SFN,2,value,4,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,19800627,0,SFO02,h,LAN,0,1,0,regular,y,y
SFN198006270,laveg001,SFN,3,value,9,0,14,5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,19800627,0,SFO02,h,LAN,0,1,0,regular,y,y
MON198105102,white001,SFN,1,value,20,0,30,7,2,0,1,4,4,2,1,3,1,0,0,1,0,1,0,0,,1,,1,,,19810510,2,MON02,v,MON,0,1,0,regular,y,y
MON198105102,laveg001,SFN,2,value,4,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,,,1,,19810510,2,MON02,v,MON,0,1,0,regular,y,y
MON198105102,lea-c001,MON,1,value,27,0,29,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,1,0,1,,,1,,1,19810510,2,MON02,h,SFN,1,0,0,regular,y,y
CLE198105150,leall001,TOR,1,value,24,0,33,7,0,0,1,3,1,0,0,5,0,0,0,0,1,0,1,0,,1,,1,,1,19810515,0,CLE07,v,CLE,0,1,0,regular,y,y
CLE198105150,barkl001,CLE,1,value,27,0,27,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,,,1,,1,19810515,0,CLE07,h,TOR,1,0,0,regular,y,y
HOU198109260,powet001,LAN,1,value,10,0,19,6,1,1,0,2,1,3,0,1,0,0,0,0,0,1,1,0,,1,,1,,,19810926,0,HOU02,v,HOU,0,1,0,regular,y,y
HOU198109260,goltd101,LAN,2,value,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,19810926,0,HOU02,v,HOU,0,1,0,regular,y,y
HOU198109260,forst001,LAN,3,value,9,0,12,2,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,,,,,,,19810926,0,HOU02,v,HOU,0,1,0,regular,y,y
HOU198109260,stewd001,LAN,4,value,1,0,5,2,1,0,0,3,3,2,1,0,0,1,0,1,0,0,0,0,,,,,,,19810926,0,HOU02,v,HOU,0,1,0,regular,y,y
HOU198109260,howes001,LAN,5,value,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,19810926,0,HOU02,v,HOU,0,1,0,regular,y,y
HOU198109260,ryann001,HOU,1,value,27,0,30,0,0,0,0,0,0,3,0,11,0,1,0,0,0,2,0,0,1,,,1,,1,19810926,0,HOU02,h,LAN,1,0,0,regular,y,y
NYA198307040,tudoj001,BOS,1,value,23,0,34,8,0,0,1,4,4,4,1,2,0,0,0,0,0,1,0,0,,1,,1,,,19830704,0,NYC16,v,NYA,0,1,0,regular,y,y
NYA198307040,stanb001,BOS,2,value,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,19830704,0,NYC16,v,NYA,0,1,0,regular,y,y
NYA198307040,righd001,NYA,1,value,27,0,29,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,1,0,1,,,1,,1,19830704,0,NYC16,h,BOS,1,0,0,regular,y,y
SLN198309260,roges001,MON,1,value,15,0,22,6,1,1,0,3,3,2,0,3,0,0,0,0,0,1,1,0,,1,,1,,,19830926,0,STL09,v,SLN,0,1,0,regular,y,y
SLN198309260,schad001,MON,2,value,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,19830926,0,STL09,v,SLN,0,1,0,regular,y,y
SLN198309260,burrr001,MON,3,value,6,0,7,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,,,,,,,19830926,0,STL09,v,SLN,0,1,0,regular,y,y
SLN198309260,rearj001,MON,4,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,1,,19830926,0,STL09,v,SLN,0,1,0,regular,y,y
SLN198309260,forsb001,SLN,1,value,27,0,29,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,1,,,1,,1,19830926,0,STL09,h,MON,1,0,0,regular,y,y
OAK198309290,burnb001,CHA,1,value,24,0,32,7,3,0,1,3,3,3,1,2,1,0,0,0,0,0,2,0,,1,,1,,1,19830929,0,OAK01,v,OAK,0,1,0,regular,y,y
OAK198309290,warrm001,OAK,1,value,27,0,29,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,1,0,1,,,1,,1,19830929,0,OAK01,h,CHA,1,0,0,regular,y,y
CHA198404070,morrj001,DET,1,value,27,0,32,0,0,0,0,0,0,6,0,8,0,0,0,0,0,1,0,0,1,,,1,,1,19840407,0,CHI10,v,CHA,1,0,0,regular,y,y
CHA198404070,bannf001,CHA,1,value,18,0,23,4,2,0,1,4,4,2,0,3,0,0,0,1,0,0,1,0,,1,,1,,,19840407,0,CHI10,h,DET,0,1,0,regular,y,y
CHA198404070,brent001,CHA,2,value,6,0,8,1,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,,,,,,,19840407,0,CHI10,h,DET,0,1,0,regular,y,y
CHA198404070,baros001,CHA,3,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,1,,19840407,0,CHI10,h,DET,0,1,0,regular,y,y
SLN198404212,palmd001,MON,1,value,15,0,15,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,,,1,,1,19840421,2,STL09,v,SLN,1,0,0,regular,y,y
SLN198404212,forsb001,SLN,1,value,15,2,24,6,1,0,1,4,2,2,0,1,0,0,0,0,1,0,0,0,,1,,1,,1,19840421,2,STL09,h,MON,0,1,0,regular,y,y
TEX198409300,wittm001,CAL,1,value,27,0,27,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,,,1,,1,19840930,0,ARL01,v,TEX,1,0,0,regular,y,y
TEX198409300,hougc001,TEX,1,value,27,0,34,7,1,1,0,1,0,3,0,3,0,1,0,0,0,0,2,1,,1,,1,,1,19840930,0,ARL01,h,CAL,0,1,0,regular,y,y
CAL198609190,cowlj001,CHA,1,value,27,0,32,0,0,0,0,1,1,7,0,8,0,0,0,0,1,1,1,1,1,,,1,,1,19860919,0,ANA01,v,CAL,1,0,0,regular,y,y
CAL198609190,mccak001,CAL,1,value,22,0,28,6,1,0,0,4,4,1,0,6,0,0,0,1,0,1,0,0,,1,,1,,,19860919,0,ANA01,h,CHA,0,1,0,regular,y,y
CAL198609190,finlc001,CAL,2,value,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,19860919,0,ANA01,h,CHA,0,1,0,regular,y,y
CAL198609190,forst001,CAL,3,value,2,0,4,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,19860919,0,ANA01,h,CHA,0,1,0,regular,y,y
CAL198609190,ruhlv001,CAL,4,value,3,0,4,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,19860919,0,ANA01,h,CHA,0,1,0,regular,y,y
HOU198609250,berej001,SFN,1,value,15,0,25,8,0,0,1,1,1,4,1,2,1,1,0,0,0,2,1,0,,1,,1,,,19860925,0,HOU02,v,HOU,0,1,0,regular,y,y
HOU198609250,davim001,SFN,2,value,6,0,9,2,0,0,0,1,1,1,1,3,0,1,0,0,0,0,0,0,,,,,,,19860925,0,HOU02,v,HOU,0,1,0,regular,y,y
HOU198609250,garrs001,SFN,3,value,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,,,1,,19860925,0,HOU02,v,HOU,0,1,0,regular,y,y
HOU198609250,scotm001,HOU,1,value,27,0,30,0,0,0,0,0,0,2,0,13,1,0,0,0,0,2,0,0,1,,,1,,1,19860925,0,HOU02,h,SFN,1,0,0,regular,y,y
BAL198704150,nievj001,MIL,1,value,27,0,31,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,1,,,1,,1,19870415,0,BAL11,v,BAL,1,0,0,regular,y,y
BAL198704150,flanm001,BAL,1,value,19,0,28,5,2,0,1,3,3,4,0,5,0,0,0,0,0,0,0,1,,1,,1,,,19870415,0,BAL11,h,MIL,0,1,0,regular,y,y
BAL198704150,schmd001,BAL,2,value,8,0,13,5,2,0,2,4,4,1,1,1,0,0,0,0,0,0,0,0,,,,,1,,19870415,0,BAL11,h,MIL,0,1,0,regular,y,y
CIN198809160,belct001,LAN,1,value,24,0,27,3,1,0,0,1,0,1,0,7,0,0,0,0,0,0,0,0,,1,,1,,1,19880916,0,CIN08,v,CIN,0,1,0,regular,y,y
CIN198809160,browt001,CIN,1,value,27,0,27,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,,,1,,1,19880916,0,CIN08,h,LAN,1,0,0,regular,y,y
PHI198809240,perep001,MON,1,value,15,0,16,0,0,0,0,0,0,1,0,8,0,0,0,0,0,1,1,0,1,,,1,,1,19880924,0,PHI12,v,PHI,1,0,0,regular,y,y
PHI198809240,madra001,PHI,1,value,16,0,21,4,2,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,,1,,1,,1,19880924,0,PHI12,h,MON,0,1,0,regular,y,y
CAL199004110,hanse001,SEA,1,value,15,0,23,5,1,0,0,0,0,3,1,6,0,1,0,1,0,1,0,0,,,,1,,,19900411,0,ANA01,v,CAL,0,1,0,regular,y,y
CAL199004110,eaveg001,SEA,2,value,4,0,9,2,2,0,0,1,1,3,1,2,0,0,0,0,0,0,0,0,,1,,,,,19900411,0,ANA01,v,CAL,0,1,0,regular,y,y
CAL199004110,comsk001,SEA,3,value,5,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,1,,19900411,0,ANA01,v,CAL,0,1,0,regular,y,y
CAL199004110,langm001,CAL,1,value,21,0,23,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,1,,,1,,,19900411,0,ANA01,h,SEA,1,0,0,regular,y,y
CAL199004110,wittm001,CAL,2,value,6,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,1,,1,,19900411,0,ANA01,h,SEA,1,0,0,regular,y,y
SEA199006020,robij002,DET,1,value,21,0,29,3,1,0,0,2,2,6,1,3,0,2,0,0,1,1,0,0,,1,,1,,,19900602,0,SEA02,v,SEA,0,1,0,regular,y,y
SEA199006020,gibsp001,DET,2,value,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,19900602,0,SEA02,v,SEA,0,1,0,regular,y,y
SEA199006020,johnr005,SEA,1,value,27,0,33,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,1,,,1,,1,19900602,0,SEA02,h,DET,1,0,0,regular,y,y
OAK199006110,ryann001,TEX,1,value,27,0,29,0,0,0,0,0,0,2,0,14,0,0,0,0,0,1,0,0,1,,,1,,1,19900611,0,OAK01,v,OAK,1,0,0,regular,y,y
OAK199006110,sands001,OAK,1,value,18,0,26,8,0,0,3,5,5,2,0,3,0,0,0,0,0,2,2,0,,1,,1,,,19900611,0,OAK01,h,TEX,0,1,0,regular,y,y
OAK199006110,norrm101,OAK,2,value,6,0,9,1,0,0,0,0,0,2,0,3,0,1,0,0,0,0,0,0,,,,,,,19900611,0,OAK01,h,TEX,0,1,0,regular,y,y
OAK199006110,nelsg001,OAK,3,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,19900611,0,OAK01,h,TEX,0,1,0,regular,y,y
LAN199006290,delej001,SLN,1,value,20,0,31,9,0,0,1,5,4,3,1,5,0,3,0,2,1,0,1,0,,1,,1,,,19900629,0,LOS03,v,LAN,0,1,0,regular,y,y
LAN199006290,hortr001,SLN,2,value,4,0,8,3,0,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,,,,,1,,19900629,0,LOS03,v,LAN,0,1,0,regular,y,y
LAN199006290,valef001,LAN,1,value,27,0,30,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,1,,,1,,1,19900629,0,LOS03,h,SLN,1,0,0,regular,y,y
TOR199006290,stewd001,OAK,1,value,27,0,29,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,1,0,1,,,1,,1,19900629,0,TOR02,v,TOR,1,0,0,regular,y,y
TOR199006290,ceruj001,TOR,1,value,19,0,27,7,2,1,2,5,5,1,0,1,0,0,0,2,0,0,0,0,,1,,1,,,19900629,0,TOR02,h,OAK,0,1,0,regular,y,y
TOR199006290,blaiw001,TOR,2,value,5,0,6,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,,,,,,,19900629,0,TOR02,h,OAK,0,1,0,regular,y,y
TOR199006290,henkt001,TOR,3,value,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,1,,19900629,0,TOR02,h,OAK,0,1,0,regular,y,y
CHA199007010,hawka001,NYA,1,value,24,0,31,0,0,0,0,4,0,5,0,3,0,0,0,0,0,1,1,1,,1,,1,,1,19900701,0,CHI10,v,CHA,0,1,0,regular,y,y
CHA199007010,hibbg001,CHA,1,value,21,0,25,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,,,,1,,,19900701,0,CHI10,h,NYA,1,0,0,regular,y,y
CHA199007010,joneb002,CHA,2,value,3,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,,,,,,19900701,0,CHI10,h,NYA,1,0,0,regular,y,y
CHA199007010,radis001,CHA,3,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,19900701,0,CHI10,h,NYA,1,0,0,regular,y,y
